Grapheme	Dataset	Absolute	Relative
d̪ˤː	PHOIBLE	1	0.0000
l̪ː	PHOIBLE	1	0.0000
l̪ˤ	PHOIBLE	1	0.0000
l̪ˤː	PHOIBLE	1	0.0000
n̪ˤ	PHOIBLE	1	0.0000
qʷː	PHOIBLE	1	0.0000
r̪ˤ	PHOIBLE	1	0.0000
r̪ˤː	PHOIBLE	1	0.0000
s̪ː	PHOIBLE	1	0.0000
s̪ˤː	PHOIBLE	1	0.0000
t̪ˤː	PHOIBLE	1	0.0000
z̪ː	PHOIBLE	1	0.0000
z̪ˤ	PHOIBLE	1	0.0000
z̪ˤː	PHOIBLE	1	0.0000
ʁʷː	PHOIBLE	1	0.0000
ʁː	PHOIBLE	1	0.0000
ʃˤ	PHOIBLE	1	0.0000
ʒˤ	PHOIBLE	1	0.0000
ʒˤː	PHOIBLE	1	0.0000
ʜ	PHOIBLE	1	0.0000
ʜː	PHOIBLE	1	0.0000
χʷː	PHOIBLE	1	0.0000
χː	PHOIBLE	1	0.0000
ae̯	PHOIBLE	1	0.0000
aɵ̯	PHOIBLE	1	0.0000
oˤː	PHOIBLE	1	0.0000
ɑˤː	PHOIBLE	1	0.0000
ɔˤː	PHOIBLE	1	0.0000
ɞʏ̯	PHOIBLE	1	0.0000
ʊˤː	PHOIBLE	1	0.0000
ʌˤː	PHOIBLE	1	0.0000
ʎː	PHOIBLE	1	0.0000
ˀmː	PHOIBLE	1	0.0000
ˀnː	PHOIBLE	1	0.0000
ˀɲː	PHOIBLE	1	0.0000
tɬʼː	PHOIBLE	1	0.0000
tɬː	PHOIBLE	1	0.0000
m	EA	359	0.0233
j	EA	328	0.0213
p	EA	309	0.0201
k	EA	299	0.0194
i	EA	295	0.0192
u	EA	295	0.0192
b	EA	285	0.0185
s	EA	274	0.0178
l	EA	271	0.0176
n	EA	259	0.0168
g	EA	250	0.0162
h	EA	222	0.0144
w	EA	221	0.0144
ŋ	EA	220	0.0143
r	EA	202	0.0131
f	EA	197	0.0128
o	EA	197	0.0128
kʰ	EA	189	0.0123
pʰ	EA	189	0.0123
a	EA	188	0.0122
e	EA	188	0.0122
t	EA	186	0.0121
ʃ	EA	179	0.0116
d	EA	167	0.0108
z	EA	165	0.0107
ɛ	EA	157	0.0102
tʃ	EA	154	0.0100
ɲ	EA	153	0.0099
v	EA	141	0.0092
ɔ	EA	139	0.0090
iː	EA	139	0.0090
x	EA	137	0.0089
uː	EA	136	0.0088
dʒ	EA	131	0.0085
ts	EA	126	0.0082
tʰ	EA	124	0.0081
ʒ	EA	123	0.0080
ʔ	EA	113	0.0073
d̪	EA	109	0.0071
t̪	EA	103	0.0067
ə	EA	102	0.0066
c	EA	100	0.0065
eː	EA	88	0.0057
oː	EA	88	0.0057
ɣ	EA	86	0.0056
dz	EA	80	0.0052
ɖ	EA	80	0.0052
tsʰ	EA	79	0.0051
ɟ	EA	79	0.0051
χ	EA	78	0.0051
ʈ	EA	76	0.0049
ʁ	EA	74	0.0048
ä	EA	74	0.0048
q	EA	72	0.0047
aː	EA	72	0.0047
n̪	EA	71	0.0046
tʃʰ	EA	70	0.0045
tɕ	EA	69	0.0045
ɾ	EA	66	0.0043
ɕ	EA	65	0.0042
ɑ	EA	65	0.0042
y	EA	63	0.0041
ʂ	EA	60	0.0039
ɪ	EA	59	0.0038
ɛː	EA	58	0.0038
ʈʰ	EA	58	0.0038
t̪ʰ	EA	57	0.0037
æ	EA	56	0.0036
ɔː	EA	50	0.0032
o̞	EA	50	0.0032
ɯ	EA	50	0.0032
e̞	EA	49	0.0032
ʊ	EA	48	0.0031
ĩ	EA	47	0.0031
ũ	EA	47	0.0031
dʑ	EA	47	0.0031
äː	EA	43	0.0028
ɑː	EA	43	0.0028
l̥	EA	42	0.0027
cʰ	EA	41	0.0027
ʈʂ	EA	41	0.0027
s̪	EA	41	0.0027
tɕʰ	EA	41	0.0027
ʑ	EA	40	0.0026
kʼ	EA	40	0.0026
ɨ	EA	38	0.0025
yː	EA	38	0.0025
ã	EA	37	0.0024
pʼ	EA	36	0.0023
ɽ	EA	36	0.0023
ʎ	EA	35	0.0023
ẽ	EA	35	0.0023
ʐ	EA	34	0.0022
œ	EA	33	0.0021
lʲ	EA	32	0.0021
tʃʼ	EA	32	0.0021
õ	EA	32	0.0021
ʈʂʰ	EA	31	0.0020
ɤ	EA	31	0.0020
ɬ	EA	30	0.0019
n̺	EA	29	0.0019
z̪	EA	29	0.0019
ɖʐ	EA	29	0.0019
qʰ	EA	28	0.0018
sʲ	EA	28	0.0018
ts̪	EA	28	0.0018
ʋ	EA	28	0.0018
l̪	EA	28	0.0018
nʲ	EA	27	0.0018
ua	EA	26	0.0017
mʲ	EA	26	0.0017
æː	EA	26	0.0017
s̺	EA	26	0.0017
ia	EA	25	0.0016
bʱ	EA	25	0.0016
ø	EA	25	0.0016
tsʼ	EA	25	0.0016
ç	EA	24	0.0016
tʲ	EA	24	0.0016
lˠ	EA	24	0.0016
pʲ	EA	24	0.0016
gʱ	EA	24	0.0016
ð	EA	24	0.0016
m̥	EA	24	0.0016
øː	EA	24	0.0016
θ	EA	23	0.0015
r̥	EA	23	0.0015
r̺	EA	23	0.0015
bʲ	EA	22	0.0014
ħ	EA	22	0.0014
ⁿb	EA	22	0.0014
χʷ	EA	22	0.0014
n̥	EA	21	0.0014
ɐ	EA	21	0.0014
ʌ	EA	21	0.0014
ⁿd	EA	21	0.0014
ɔ̃	EA	21	0.0014
ɳ	EA	21	0.0014
kʼʷ	EA	21	0.0014
ĩː	EA	21	0.0014
dʲ	EA	20	0.0013
zʲ	EA	20	0.0013
gʲ	EA	20	0.0013
ⁿg	EA	20	0.0013
ɖʱ	EA	20	0.0013
ai	EA	20	0.0013
kʷ	EA	20	0.0013
ũː	EA	20	0.0013
ui	EA	20	0.0013
rʲ	EA	19	0.0012
ⁿdz	EA	19	0.0012
ɦ	EA	19	0.0012
kʷʰ	EA	19	0.0012
ʁʷ	EA	19	0.0012
i̯	EA	19	0.0012
β	EA	18	0.0012
au	EA	18	0.0012
sʰ	EA	17	0.0011
r̪	EA	17	0.0011
ɛ̃	EA	17	0.0011
b̥	EA	17	0.0011
ŋ̊	EA	17	0.0011
u̯	EA	17	0.0011
õː	EA	17	0.0011
fʲ	EA	16	0.0010
kʲ	EA	16	0.0010
d̪ʱ	EA	16	0.0010
œː	EA	16	0.0010
g̊	EA	16	0.0010
z̺	EA	16	0.0010
dz̪	EA	15	0.0010
t̺	EA	15	0.0010
t̺ʰ	EA	15	0.0010
t̪ʼ	EA	15	0.0010
e̞ː	EA	15	0.0010
ts̺	EA	15	0.0010
qʷ	EA	15	0.0010
ãː	EA	15	0.0010
l̺	EA	14	0.0009
tsʲ	EA	14	0.0009
vʲ	EA	14	0.0009
ɢ	EA	14	0.0009
o̞ː	EA	14	0.0009
ɛ̃ː	EA	14	0.0009
əː	EA	13	0.0008
ɵ	EA	13	0.0008
qʼ	EA	13	0.0008
ɭ	EA	13	0.0008
t̺ʼ	EA	13	0.0008
iu	EA	13	0.0008
tʼ	EA	13	0.0008
ẽː	EA	13	0.0008
ɲ̊	EA	13	0.0008
ɒ	EA	12	0.0008
ⁿɖʐ	EA	12	0.0008
ʉ	EA	12	0.0008
ɟʱ	EA	12	0.0008
ɑ̃	EA	12	0.0008
oi	EA	12	0.0008
ⁿdʑ	EA	12	0.0008
ʃʲ	EA	11	0.0007
uə	EA	11	0.0007
ɯː	EA	11	0.0007
ʝ	EA	11	0.0007
ɨː	EA	11	0.0007
d̺̥	EA	11	0.0007
ie	EA	11	0.0007
ei	EA	11	0.0007
xʲ	EA	10	0.0006
ʒʲ	EA	10	0.0006
iə	EA	10	0.0006
ɯa	EA	10	0.0006
ʕ	EA	10	0.0006
iɛ	EA	10	0.0006
ⁿdʒ	EA	10	0.0006
g̥ʷ	EA	10	0.0006
ɐ̆	EA	10	0.0006
ɨ̆	EA	10	0.0006
əu	EA	10	0.0006
ø̞	EA	10	0.0006
ʏ	EA	10	0.0006
d̺	EA	9	0.0006
æ̃	EA	9	0.0006
kʲʰ	EA	9	0.0006
sː	EA	9	0.0006
uɔ	EA	9	0.0006
ou	EA	9	0.0006
əi	EA	9	0.0006
qʼʷ	EA	9	0.0006
gʷ	EA	9	0.0006
ts̺ʼ	EA	9	0.0006
t̪̺	EA	8	0.0005
ɾ̺	EA	8	0.0005
qχʼ	EA	8	0.0005
ɲ̟	EA	8	0.0005
ei̯	EA	8	0.0005
ɪː	EA	8	0.0005
ɔ̃ː	EA	8	0.0005
ə̃	EA	8	0.0005
xʷ	EA	8	0.0005
ɤː	EA	8	0.0005
dʒ̊	EA	8	0.0005
ʃː	EA	8	0.0005
ɪ̃	EA	8	0.0005
ʊ̃	EA	8	0.0005
ɰ	EA	8	0.0005
dʱ	EA	8	0.0005
ai̯	EA	7	0.0005
ɪ̈	EA	7	0.0005
j̊	EA	7	0.0005
ɾʲ	EA	7	0.0005
tʃʲ	EA	7	0.0005
ɯ̽	EA	7	0.0005
ʜ	EA	7	0.0005
ɹ	EA	7	0.0005
oi̯	EA	7	0.0005
ou̯	EA	7	0.0005
ɒː	EA	7	0.0005
ʉː	EA	7	0.0005
io	EA	7	0.0005
ue	EA	7	0.0005
ʍ	EA	7	0.0005
dʒʱ	EA	7	0.0005
eu	EA	7	0.0005
pʲʰ	EA	7	0.0005
ⁿɖ	EA	7	0.0005
ʊː	EA	7	0.0005
dz̺̥	EA	7	0.0005
ts̺ʰ	EA	7	0.0005
ṳ	EA	7	0.0005
ⁿtsʰ	EA	6	0.0004
au̯	EA	6	0.0004
ð̺	EA	6	0.0004
y̞	EA	6	0.0004
ɵː	EA	6	0.0004
ə̆	EA	6	0.0004
dzʲ	EA	6	0.0004
l̪ˠ	EA	6	0.0004
ɯɑ	EA	6	0.0004
ⁿɟ	EA	6	0.0004
kː	EA	6	0.0004
xː	EA	6	0.0004
ɕː	EA	6	0.0004
ȴ	EA	6	0.0004
ɑ̝̹	EA	6	0.0004
tʲʰ	EA	6	0.0004
ɽ̃	EA	6	0.0004
i̤	EA	6	0.0004
ɕʰ	EA	6	0.0004
ä̃	EA	6	0.0004
ⁿpʰ	EA	5	0.0003
ⁿtʰ	EA	5	0.0003
ⁿtʃʰ	EA	5	0.0003
dʒʲ	EA	5	0.0003
ʊ̯	EA	5	0.0003
kʼʲ	EA	5	0.0003
qː	EA	5	0.0003
aɪ	EA	5	0.0003
cʼ	EA	5	0.0003
cç	EA	5	0.0003
ɟʝ	EA	5	0.0003
pː	EA	5	0.0003
tː	EA	5	0.0003
d̪ʲ	EA	5	0.0003
n̪ʲ	EA	5	0.0003
t̪ʲ	EA	5	0.0003
ʀ	EA	5	0.0003
ɸ	EA	5	0.0003
äu̯	EA	5	0.0003
ui̯	EA	5	0.0003
m̩	EA	5	0.0003
ts̪ʰ	EA	5	0.0003
ʌ̃	EA	5	0.0003
ɬʼ	EA	5	0.0003
ʃʷ	EA	5	0.0003
ỹː	EA	5	0.0003
ɔ̤	EA	5	0.0003
ɛ̤	EA	5	0.0003
e̤	EA	5	0.0003
o̤	EA	5	0.0003
tʼʷ	EA	5	0.0003
ɽʱ	EA	5	0.0003
ä̃ː	EA	5	0.0003
a̰	EA	5	0.0003
ⁿkʰ	EA	4	0.0003
ɬʲ	EA	4	0.0003
ɣʲ	EA	4	0.0003
ɪ̯	EA	4	0.0003
æi̯	EA	4	0.0003
eɪ	EA	4	0.0003
rː	EA	4	0.0003
tsː	EA	4	0.0003
d̥	EA	4	0.0003
ẽ̞	EA	4	0.0003
u̯a	EA	4	0.0003
ʊ̜	EA	4	0.0003
β̞	EA	4	0.0003
uɑ	EA	4	0.0003
ea	EA	4	0.0003
fʼ	EA	4	0.0003
ɮ	EA	4	0.0003
tʷʰ	EA	4	0.0003
ø̃ː	EA	4	0.0003
tʃː	EA	4	0.0003
ʒʷ	EA	4	0.0003
ts̻	EA	4	0.0003
ɔʊ̯	EA	4	0.0003
a̤	EA	4	0.0003
ɛi	EA	4	0.0003
ɓ	EA	4	0.0003
ɬː	EA	4	0.0003
ʢ	EA	4	0.0003
χʲ	EA	4	0.0003
xʰ	EA	4	0.0003
ao	EA	4	0.0003
ɾ̥	EA	3	0.0002
ɹ̪	EA	3	0.0002
ɔi̯	EA	3	0.0002
sˤ	EA	3	0.0002
ɾ̪	EA	3	0.0002
ʡ	EA	3	0.0002
aʊ	EA	3	0.0002
ɔɪ	EA	3	0.0002
ɪə	EA	3	0.0002
ⁿɢ	EA	3	0.0002
dʑ̥	EA	3	0.0002
fː	EA	3	0.0002
lː	EA	3	0.0002
mː	EA	3	0.0002
nː	EA	3	0.0002
çː	EA	3	0.0002
ʰk	EA	3	0.0002
ʰp	EA	3	0.0002
ʰt	EA	3	0.0002
ʰts	EA	3	0.0002
ĕ	EA	3	0.0002
kx	EA	3	0.0002
z̥	EA	3	0.0002
u̯o	EA	3	0.0002
ɘː	EA	3	0.0002
ɬ̪	EA	3	0.0002
õ̞	EA	3	0.0002
ɑu	EA	3	0.0002
ə˞	EA	3	0.0002
d̻	EA	3	0.0002
t̻	EA	3	0.0002
ɐi	EA	3	0.0002
ɛu	EA	3	0.0002
ʃʼʲ	EA	3	0.0002
ʔʷ	EA	3	0.0002
ỹ	EA	3	0.0002
ɞ̞̆	EA	3	0.0002
hʲ	EA	3	0.0002
ɘ	EA	3	0.0002
œ̃ː	EA	3	0.0002
ʊ̃ː	EA	3	0.0002
χː	EA	3	0.0002
ḛ	EA	3	0.0002
æ̰	EA	3	0.0002
s̻	EA	3	0.0002
æɪ̯	EA	3	0.0002
iɔ	EA	3	0.0002
ə̤	EA	3	0.0002
ɨ̞	EA	3	0.0002
dʑʷ	EA	3	0.0002
ts̺ː	EA	3	0.0002
mʰ	EA	3	0.0002
ɞ	EA	3	0.0002
ɔu	EA	3	0.0002
ɹ̥	EA	3	0.0002
ʏː	EA	3	0.0002
ɪ̃ː	EA	3	0.0002
wʲ	EA	3	0.0002
l̪ʲ	EA	3	0.0002
dz̺	EA	3	0.0002
ɗ	EA	3	0.0002
ɪ̆	EA	3	0.0002
tsʰː	EA	3	0.0002
tɬʰː	EA	3	0.0002
tɬʼː	EA	3	0.0002
tʃʰː	EA	3	0.0002
j̃	EA	3	0.0002
l̺ˠ	EA	3	0.0002
i̞	EA	3	0.0002
qʷʰ	EA	3	0.0002
tɬʼ	EA	3	0.0002
qʼʲ	EA	3	0.0002
ʂʰ	EA	3	0.0002
l̩	EA	3	0.0002
ts̪ʲ	EA	3	0.0002
ae	EA	3	0.0002
ḭ	EA	3	0.0002
ṵ	EA	3	0.0002
ɛ̰	EA	3	0.0002
oa	EA	3	0.0002
ⁿcʰ	EA	2	0.0001
ⁿʈʂʰ	EA	2	0.0001
ɬˠ	EA	2	0.0001
ɾ̥ʲ	EA	2	0.0001
lʱ	EA	2	0.0001
mʱ	EA	2	0.0001
rʱ	EA	2	0.0001
eːi̯	EA	2	0.0001
oːu̯	EA	2	0.0001
bˤ	EA	2	0.0001
d̪ˤ	EA	2	0.0001
mˤ	EA	2	0.0001
t̪ː	EA	2	0.0001
x̠	EA	2	0.0001
zˤ	EA	2	0.0001
əʊ	EA	2	0.0001
ɜː	EA	2	0.0001
ae̯	EA	2	0.0001
ɔ̜ː	EA	2	0.0001
dz̥	EA	2	0.0001
l̥ʲ	EA	2	0.0001
ŋʲ	EA	2	0.0001
ŋː	EA	2	0.0001
ɲː	EA	2	0.0001
bˠ	EA	2	0.0001
d̪ˠ	EA	2	0.0001
fˠ	EA	2	0.0001
mˠ	EA	2	0.0001
n̪ˠ	EA	2	0.0001
sˠ	EA	2	0.0001
ɾˠ	EA	2	0.0001
ɥ	EA	2	0.0001
c̟	EA	2	0.0001
ç̟	EA	2	0.0001
pf	EA	2	0.0001
ʒ̊	EA	2	0.0001
r̝	EA	2	0.0001
iˑ	EA	2	0.0001
ɛu̯	EA	2	0.0001
äi̯	EA	2	0.0001
i̯e	EA	2	0.0001
u̯õ	EA	2	0.0001
tˤ	EA	2	0.0001
tʃˤ	EA	2	0.0001
o̞̜	EA	2	0.0001
ɛ̝	EA	2	0.0001
s̠	EA	2	0.0001
iˤ	EA	2	0.0001
iˤː	EA	2	0.0001
oˤ	EA	2	0.0001
oˤː	EA	2	0.0001
uˤ	EA	2	0.0001
uˤː	EA	2	0.0001
ŋ̍	EA	2	0.0001
u˞	EA	2	0.0001
ya	EA	2	0.0001
yi	EA	2	0.0001
ɐu	EA	2	0.0001
ɔi	EA	2	0.0001
mʷ	EA	2	0.0001
sʷ	EA	2	0.0001
tʃʷ	EA	2	0.0001
tʃʷʰ	EA	2	0.0001
ø̃	EA	2	0.0001
ⁿd̪	EA	2	0.0001
ɴ	EA	2	0.0001
ɤ̟	EA	2	0.0001
ʊi	EA	2	0.0001
i̯ː	EA	2	0.0001
u̯e	EA	2	0.0001
u̯i	EA	2	0.0001
u̯ɛ	EA	2	0.0001
əi̯	EA	2	0.0001
əu̯	EA	2	0.0001
ɨɛ	EA	2	0.0001
yə	EA	2	0.0001
qˤ	EA	2	0.0001
yø	EA	2	0.0001
kʷː	EA	2	0.0001
qʷː	EA	2	0.0001
tʃʼʷ	EA	2	0.0001
ts̪ʼ	EA	2	0.0001
xʷː	EA	2	0.0001
χʷː	EA	2	0.0001
ɑi	EA	2	0.0001
aɪ̃	EA	2	0.0001
eɪ̃	EA	2	0.0001
ɔ̤ː	EA	2	0.0001
ʌː	EA	2	0.0001
ʌ̤	EA	2	0.0001
æ̃ɪ̯̃	EA	2	0.0001
ɒ̃ː	EA	2	0.0001
ɔ̃ʊ̯̃	EA	2	0.0001
ʃʰ	EA	2	0.0001
iɑ	EA	2	0.0001
uɑ̃	EA	2	0.0001
uɛ	EA	2	0.0001
ɯ̃	EA	2	0.0001
ɯ̤	EA	2	0.0001
tɕʼ	EA	2	0.0001
ʃʲʷ	EA	2	0.0001
øu	EA	2	0.0001
ɑ̤	EA	2	0.0001
lʰ	EA	2	0.0001
nʰ	EA	2	0.0001
rʰ	EA	2	0.0001
ɽʰ	EA	2	0.0001
ãũ	EA	2	0.0001
oe	EA	2	0.0001
ɻ	EA	2	0.0001
qχ	EA	2	0.0001
cçʰ	EA	2	0.0001
cçː	EA	2	0.0001
ɯ̽ː	EA	2	0.0001
eˑ	EA	2	0.0001
ɛɪ	EA	2	0.0001
ɨə	EA	2	0.0001
ĩ̯	EA	2	0.0001
aːu	EA	2	0.0001
ɺ	EA	2	0.0001
tsʼʷ	EA	2	0.0001
zʷ	EA	2	0.0001
ʰtʃ	EA	2	0.0001
ɔ̞	EA	2	0.0001
ɛ̞	EA	2	0.0001
ɪ̞	EA	2	0.0001
nʱ	EA	2	0.0001
ɠ	EA	2	0.0001
ɳʱ	EA	2	0.0001
ʄ	EA	2	0.0001
ʊ̆	EA	2	0.0001
kxʼː	EA	2	0.0001
qχʰː	EA	2	0.0001
ĩ̞	EA	2	0.0001
ɤ̞	EA	2	0.0001
ie̞	EA	2	0.0001
iæ	EA	2	0.0001
yæ	EA	2	0.0001
ʃ̺	EA	2	0.0001
ʒ̺	EA	2	0.0001
u̞	EA	2	0.0001
u̞ː	EA	2	0.0001
n̩	EA	2	0.0001
ɔ̜̟	EA	2	0.0001
d̪̥	EA	2	0.0001
bː	EA	2	0.0001
dː	EA	2	0.0001
dʒː	EA	2	0.0001
h̃	EA	2	0.0001
tsʼː	EA	2	0.0001
tʃʼː	EA	2	0.0001
gː	EA	2	0.0001
d̻ʱ	EA	2	0.0001
l̻	EA	2	0.0001
n̻	EA	2	0.0001
t̻ʰ	EA	2	0.0001
dʷ	EA	2	0.0001
tʃʲʷʰ	EA	2	0.0001
tʃʼʲʷ	EA	2	0.0001
ħʷ	EA	2	0.0001
ɥˤ	EA	2	0.0001
ʁʲ	EA	2	0.0001
ʈʂʼ	EA	2	0.0001
oə	EA	2	0.0001
ɨa	EA	2	0.0001
ŋʷ	EA	2	0.0001
ɹ̪̩	EA	2	0.0001
ɻ̩	EA	2	0.0001
ɹ̪̰̩	EA	2	0.0001
aˤː	EA	2	0.0001
ˀj	EA	2	0.0001
ˀm	EA	2	0.0001
ˀn	EA	2	0.0001
ˀw	EA	2	0.0001
ˀŋ	EA	2	0.0001
ˀɲ	EA	2	0.0001
y̤	EA	2	0.0001
ø̤	EA	2	0.0001
ɪ̰	EA	2	0.0001
vː	EA	2	0.0001
z̪ʲ	EA	2	0.0001
ɔe	EA	2	0.0001
sʼ	EA	2	0.0001
ɢʁ	EA	2	0.0001
t̪ʲʰ	EA	2	0.0001
ɢ̥	EA	2	0.0001
t̪ˤ	EA	2	0.0001
n̪̥	EA	2	0.0001
uæ	EA	2	0.0001
ɜ	EA	2	0.0001
ʉ̃ː	EA	2	0.0001
o̰	EA	2	0.0001
ɯ̰	EA	2	0.0001
ʉ̃	EA	2	0.0001
ðʲ	EA	2	0.0001
a̟	EA	2	0.0001
r̩	EA	2	0.0001
i̯ɛ	EA	2	0.0001
u̯ɔ	EA	2	0.0001
ʐʲ	EA	2	0.0001
dz̻	EA	2	0.0001
œ̃	EA	2	0.0001
iɪ̯	EA	2	0.0001
ⁿp	EA	1	0.0001
ⁿt	EA	1	0.0001
ⁿts	EA	1	0.0001
ⁿtʃ	EA	1	0.0001
ⁿk	EA	1	0.0001
ⁿc	EA	1	0.0001
ⁿʈʂ	EA	1	0.0001
ⁿq	EA	1	0.0001
ⁿqʰ	EA	1	0.0001
aɯ	EA	1	0.0001
dzʱ	EA	1	0.0001
d̺ʱ	EA	1	0.0001
n̪ʱ	EA	1	0.0001
ŋʱ	EA	1	0.0001
ũĩ	EA	1	0.0001
ɑːi̯	EA	1	0.0001
nˤ	EA	1	0.0001
pˤʰ	EA	1	0.0001
r̺̥	EA	1	0.0001
tsˤʰ	EA	1	0.0001
tʃˤʰ	EA	1	0.0001
tʃʼˤ	EA	1	0.0001
t̪ˤʰ	EA	1	0.0001
t̪ʼˤ	EA	1	0.0001
vˤ	EA	1	0.0001
ʒˤ	EA	1	0.0001
iːɛ	EA	1	0.0001
uːʌ	EA	1	0.0001
ɔaː	EA	1	0.0001
ɛ̯æː	EA	1	0.0001
eə	EA	1	0.0001
ʊə	EA	1	0.0001
yœ	EA	1	0.0001
yi̯	EA	1	0.0001
œ̜	EA	1	0.0001
œ̜ː	EA	1	0.0001
ɔ̜	EA	1	0.0001
ɞe̯	EA	1	0.0001
ʉi̯	EA	1	0.0001
ɐi̯	EA	1	0.0001
bʲː	EA	1	0.0001
b̥ː	EA	1	0.0001
dz̥ʲ	EA	1	0.0001
d̥ː	EA	1	0.0001
fʲː	EA	1	0.0001
kʲː	EA	1	0.0001
lʲː	EA	1	0.0001
l̥ʲː	EA	1	0.0001
l̥ː	EA	1	0.0001
mʲː	EA	1	0.0001
m̥ʲ	EA	1	0.0001
m̥ʲː	EA	1	0.0001
m̥ː	EA	1	0.0001
nʲː	EA	1	0.0001
n̥ʲ	EA	1	0.0001
n̥ʲː	EA	1	0.0001
n̥ː	EA	1	0.0001
pʲː	EA	1	0.0001
rʲː	EA	1	0.0001
r̥ʲ	EA	1	0.0001
r̥ʲː	EA	1	0.0001
r̥ː	EA	1	0.0001
sʲː	EA	1	0.0001
tsʲː	EA	1	0.0001
tɕː	EA	1	0.0001
xʲː	EA	1	0.0001
zʲː	EA	1	0.0001
zː	EA	1	0.0001
ŋʲː	EA	1	0.0001
gʲː	EA	1	0.0001
g̥ː	EA	1	0.0001
ʂː	EA	1	0.0001
ʝː	EA	1	0.0001
ʰkʲ	EA	1	0.0001
ʰpʲ	EA	1	0.0001
ʰtsʲ	EA	1	0.0001
ʰtɕ	EA	1	0.0001
ʰtʲ	EA	1	0.0001
βʲ	EA	1	0.0001
βʲː	EA	1	0.0001
βː	EA	1	0.0001
o̞ä	EA	1	0.0001
uä	EA	1	0.0001
ue̞	EA	1	0.0001
d̠ʲ	EA	1	0.0001
l̠ʲ	EA	1	0.0001
n̠ʲ	EA	1	0.0001
pˠ	EA	1	0.0001
t̠ʲ	EA	1	0.0001
t̪ˠ	EA	1	0.0001
ɯ̝	EA	1	0.0001
ɵ̞ː	EA	1	0.0001
v̥	EA	1	0.0001
ɣ̊	EA	1	0.0001
iə̯	EA	1	0.0001
uə̯	EA	1	0.0001
yə̯	EA	1	0.0001
æu̯	EA	1	0.0001
ɐː	EA	1	0.0001
eu̯	EA	1	0.0001
e̞u̯	EA	1	0.0001
iu̯	EA	1	0.0001
i̯a	EA	1	0.0001
i̯ẽ	EA	1	0.0001
o̞i̯	EA	1	0.0001
ɐ̃	EA	1	0.0001
dˤ	EA	1	0.0001
lˤ	EA	1	0.0001
pˤ	EA	1	0.0001
rˤ	EA	1	0.0001
iɛ̠	EA	1	0.0001
œ̠	EA	1	0.0001
œ̠ː	EA	1	0.0001
ɛ̠	EA	1	0.0001
ɛ̠ː	EA	1	0.0001
ɞ̠	EA	1	0.0001
ɞ̠ː	EA	1	0.0001
ɨä	EA	1	0.0001
ʉœ̠	EA	1	0.0001
ʉɞ̠	EA	1	0.0001
ɑ̟ː	EA	1	0.0001
ɨi	EA	1	0.0001
iˤæ	EA	1	0.0001
d̪̺	EA	1	0.0001
œ̞	EA	1	0.0001
œ̞ː	EA	1	0.0001
q̺	EA	1	0.0001
tɕ̺	EA	1	0.0001
tɕ̺ʼ	EA	1	0.0001
u̜	EA	1	0.0001
n̪̩	EA	1	0.0001
e˞	EA	1	0.0001
uɑ˞	EA	1	0.0001
ye	EA	1	0.0001
ɑ˞	EA	1	0.0001
ãi̯	EA	1	0.0001
ãõ	EA	1	0.0001
ãu̯	EA	1	0.0001
ẽi̯	EA	1	0.0001
õi̯	EA	1	0.0001
s̠̺	EA	1	0.0001
ɵy	EA	1	0.0001
tʷ	EA	1	0.0001
r̺ʲ	EA	1	0.0001
œ̞ɛ̞	EA	1	0.0001
i̘	EA	1	0.0001
o̞̙	EA	1	0.0001
u̯ː	EA	1	0.0001
u̙	EA	1	0.0001
yu̯	EA	1	0.0001
ɑ̙	EA	1	0.0001
ɯ̙	EA	1	0.0001
ɯ̙i̯	EA	1	0.0001
ɔu̯	EA	1	0.0001
ɨi̯	EA	1	0.0001
ɔ̜̃ː	EA	1	0.0001
qʼˤ	EA	1	0.0001
tɬ̪	EA	1	0.0001
tɬ̪ʼ	EA	1	0.0001
ʁˤ	EA	1	0.0001
øə	EA	1	0.0001
ɔʏ	EA	1	0.0001
i̯e̞	EA	1	0.0001
ɯi̯	EA	1	0.0001
ɯ̯ɤ̞	EA	1	0.0001
ɛˑ	EA	1	0.0001
ɤˑ	EA	1	0.0001
s̪ː	EA	1	0.0001
tʃʷː	EA	1	0.0001
ts̪ː	EA	1	0.0001
ɣʷ	EA	1	0.0001
ʃʷː	EA	1	0.0001
ɑ̝	EA	1	0.0001
ɑ̝ː	EA	1	0.0001
ɞ̰	EA	1	0.0001
æːi	EA	1	0.0001
æːʊ	EA	1	0.0001
ɑʊ	EA	1	0.0001
ɜi	EA	1	0.0001
aʊ̃	EA	1	0.0001
oʊ	EA	1	0.0001
oʊ̃	EA	1	0.0001
əĩ	EA	1	0.0001
əũ	EA	1	0.0001
ɛ̤ː	EA	1	0.0001
ʌ̤ː	EA	1	0.0001
iɛː	EA	1	0.0001
ĩɛ̃ː	EA	1	0.0001
uɔː	EA	1	0.0001
ũɔ̃ː	EA	1	0.0001
iø	EA	1	0.0001
yɛ	EA	1	0.0001
æɛ	EA	1	0.0001
pʼʷ	EA	1	0.0001
tʃʲʷ	EA	1	0.0001
ʃʼʲʷ	EA	1	0.0001
ʔʼʷ	EA	1	0.0001
ʔʼ	EA	1	0.0001
yu	EA	1	0.0001
ntɕʰ	EA	1	0.0001
s̠̻	EA	1	0.0001
ʊ̈i	EA	1	0.0001
