Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB	normal vowels A	normal vowels B	long vowels A	long vowels B	odd-length vowels A	odd-length vowels B	diphthongs A	diphthongs B	normal consonants A	normal consonants B	long consonants A	long consonants B	odd-length consonants A	odd-length consonants B	unknowns A	unknowns B
jebe1250	lapsyd	jebero_jebe1250	22	18	4	saphon	jebe1250-1860	21	17	4	0.65	0.83	a i u ə cç j k l m n̪ p s t̪ w ŋ ɲ ɹ̪ ɾ ɾ̰ ʃ ʎ ʔ	a i u ə j k l m n p s t tʃ w ɲ ɹ̪ ɾ ʃ ʎ ʔ ˀr	a i u ə	a i u ə							cç j k l m n̪ p s t̪ w ŋ ɲ ɹ̪ ɾ ɾ̰ ʃ ʎ ʔ	j k l m n p s t tʃ w ɲ ɹ̪ ɾ ʃ ʎ ʔ ˀr						
jebe1250	upsid	jebe1250-381	23	19	4	saphon	jebe1250-1860	21	17	4	0.52	0.78	a i u ɘ cç j k kˀ l m n̪ p s t̪ w ŋ ɲ ɹ ɾ ɾ̰ ʃ ʎ ʔ	a i u ə j k l m n p s t tʃ w ɲ ɹ̪ ɾ ʃ ʎ ʔ ˀr	a i u ɘ	a i u ə							cç j k kˀ l m n̪ p s t̪ w ŋ ɲ ɹ ɾ ɾ̰ ʃ ʎ ʔ	j k l m n p s t tʃ w ɲ ɹ̪ ɾ ʃ ʎ ʔ ˀr						
sind1272	jipa	sindhi	66	46	20	lapsyd	sindhi_sind1272	66	46	20	0.74	0.86	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃							b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ						
sind1272	jipa	sindhi	66	46	20	phoible	sind1272-1148	54	44	10	0.64	0.82	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e i o u ɑ ɔ ə ɛ ɪ ʊ b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e i o u ɑ ɔ ə ɛ ɪ ʊ							b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ						
sind1272	jipa	sindhi	66	46	20	ra	sind1272-1786	61	41	20	0.55	0.82	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃ ũː b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃		ũː					b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ						
sind1272	jipa	sindhi	66	46	20	ea	sind1272-2437	56	46	10	0.51	0.74	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e i o u æ ɑ ɔ ɐ̆ ɪ̆ ʊ̆ b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e i o u æ ɑ ɔ				ɐ̆ ɪ̆ ʊ̆			b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ						
sind1272	jipa	sindhi	66	46	20	ea	sind1272-2508	64	47	17	0.51	0.76	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ ɐ̆ ɪ̆ ʊ̆ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃				ɐ̆ ɪ̆ ʊ̆			b bʱ c cʰ d dʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r s t tʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ						
sind1272	lapsyd	sindhi_sind1272	66	46	20	phoible	sind1272-1148	54	44	10	0.60	0.75	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e i o u ɑ ɔ ə ɛ ɪ ʊ b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e i o u ɑ ɔ ə ɛ ɪ ʊ							b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ						
sind1272	lapsyd	sindhi_sind1272	66	46	20	ra	sind1272-1786	61	41	20	0.55	0.75	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃ ũː b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃		ũː					b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ						
sind1272	lapsyd	sindhi_sind1272	66	46	20	ea	sind1272-2437	56	46	10	0.63	0.85	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e i o u æ ɑ ɔ ɐ̆ ɪ̆ ʊ̆ b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e i o u æ ɑ ɔ				ɐ̆ ɪ̆ ʊ̆			b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ						
sind1272	lapsyd	sindhi_sind1272	66	46	20	ea	sind1272-2508	64	47	17	0.62	0.83	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ ɐ̆ ɪ̆ ʊ̆ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ	a ã e ẽ i ĩ o õ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃				ɐ̆ ɪ̆ ʊ̆			b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tʃ tʃʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ						
sind1272	phoible	sind1272-1148	54	44	10	ra	sind1272-1786	61	41	20	0.58	0.72	e i o u ɑ ɔ ə ɛ ɪ ʊ b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃ ũː b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	e i o u ɑ ɔ ə ɛ ɪ ʊ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃		ũː					b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ						
sind1272	phoible	sind1272-1148	54	44	10	ea	sind1272-2437	56	46	10	0.62	0.80	e i o u ɑ ɔ ə ɛ ɪ ʊ b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	e i o u æ ɑ ɔ ɐ̆ ɪ̆ ʊ̆ b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	e i o u ɑ ɔ ə ɛ ɪ ʊ	e i o u æ ɑ ɔ				ɐ̆ ɪ̆ ʊ̆			b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ						
sind1272	phoible	sind1272-1148	54	44	10	ea	sind1272-2508	64	47	17	0.55	0.70	e i o u ɑ ɔ ə ɛ ɪ ʊ b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ ɐ̆ ɪ̆ ʊ̆ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ	e i o u ɑ ɔ ə ɛ ɪ ʊ	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃				ɐ̆ ɪ̆ ʊ̆			b bʱ c cʰ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾ ʃ ʈ ʈʰ ʋ	b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ						
sind1272	ra	sind1272-1786	61	41	20	ea	sind1272-2437	56	46	10	0.43	0.62	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃ ũː b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	e i o u æ ɑ ɔ ɐ̆ ɪ̆ ʊ̆ b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃	e i o u æ ɑ ɔ	ũː			ɐ̆ ɪ̆ ʊ̆			b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	b bʱ dʑ̻ dʑ̻ʱ d̪ d̪ʱ f g gʱ h j k kʰ l̪ l̪ʱ m mʱ n nʱ p pʰ r s tɕ̻ tɕ̻ʰ t̪ t̪ʰ x z ŋ ɓ ɖ ɖʱ ɗ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʂ ʄ ʈ ʈʰ ʋ						
sind1272	ra	sind1272-1786	61	41	20	ea	sind1272-2508	64	47	17	0.47	0.68	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃ ũː b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ ɐ̆ ɪ̆ ʊ̆ b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ	a e ẽ̞ i ĩ o õ õ̞ u æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃	e ẽ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃	ũː			ɐ̆ ɪ̆ ʊ̆			b bʱ c cʱ ç d̪ d̪ʱ f g gʱ j k kʰ l m n̪ p pʰ q s t̪ t̪ʰ w x z ŋ ɓ ɖ ɖʱ ɟ ɟʱ ɠ ɣ ɲ ɳ ɽ ɾ ʄ ʈ ʈʰ ᶑ	b bʱ dʒ dʒʱ d̪ d̪ʱ f g gʱ h j k kʰ l lʱ m n nʱ p pʰ r rʱ s tʃ tʃʰ t̪ t̪ʰ v x z ŋ ɓ ɖ ɖʱ ɠ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ʃ ʄ ʈ ʈʰ ʔ ᶑ						
